0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,0.000009,0.000011,0.000014,0.000018,0.000022,0.000027,0.000033,0.000040,0.000047,0.000056,0.000066,0.000077,0.000089,0.000103,0.000117,0.000132,0.000148,0.000165,0.000182,0.000199,0.000215,0.000232,0.000247,0.000262,0.000275,0.000287,0.000296,0.000303,0.000308,0.000311,0.000311,0.000308,0.000303,0.000296,0.000287,0.000275,0.000262,0.000247,0.000232,0.000215,0.000199,0.000182,0.000165,0.000148,0.000132,0.000117,0.000103,0.000089,0.000077,0.000066,0.000056,0.000047,0.000040,0.000033,0.000027,0.000022,0.000018,0.000014,0.000011,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,0.000009,0.000012,0.000015,0.000019,0.000024,0.000031,0.000038,0.000047,0.000058,0.000070,0.000084,0.000101,0.000120,0.000141,0.000165,0.000191,0.000219,0.000250,0.000282,0.000316,0.000352,0.000388,0.000424,0.000460,0.000495,0.000529,0.000560,0.000588,0.000612,0.000633,0.000648,0.000659,0.000665,0.000665,0.000659,0.000648,0.000633,0.000612,0.000588,0.000560,0.000529,0.000495,0.000460,0.000424,0.000388,0.000352,0.000316,0.000282,0.000250,0.000219,0.000191,0.000165,0.000141,0.000120,0.000101,0.000084,0.000070,0.000058,0.000047,0.000038,0.000031,0.000024,0.000019,0.000015,0.000012,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000003,0.000004,0.000005,0.000007,0.000009,0.000011,0.000015,0.000019,0.000025,0.000032,0.000040,0.000051,0.000063,0.000078,0.000096,0.000117,0.000141,0.000168,0.000200,0.000235,0.000275,0.000318,0.000365,0.000416,0.000471,0.000527,0.000586,0.000647,0.000707,0.000767,0.000826,0.000882,0.000933,0.000980,0.001021,0.001055,0.001081,0.001099,0.001108,0.001108,0.001099,0.001081,0.001055,0.001021,0.000980,0.000933,0.000882,0.000826,0.000767,0.000707,0.000647,0.000586,0.000527,0.000471,0.000416,0.000365,0.000318,0.000275,0.000235,0.000200,0.000168,0.000141,0.000117,0.000096,0.000078,0.000063,0.000051,0.000040,0.000032,0.000025,0.000019,0.000015,0.000011,0.000009,0.000007,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000006,0.000007,0.000010,0.000013,0.000018,0.000023,0.000030,0.000038,0.000049,0.000062,0.000078,0.000097,0.000120,0.000147,0.000179,0.000216,0.000258,0.000306,0.000360,0.000421,0.000487,0.000560,0.000638,0.000721,0.000808,0.000898,0.000990,0.001083,0.001175,0.001265,0.001350,0.001429,0.001501,0.001563,0.001615,0.001655,0.001682,0.001696,0.001696,0.001682,0.001655,0.001615,0.001563,0.001501,0.001429,0.001350,0.001265,0.001175,0.001083,0.000990,0.000898,0.000808,0.000721,0.000638,0.000560,0.000487,0.000421,0.000360,0.000306,0.000258,0.000216,0.000179,0.000147,0.000120,0.000097,0.000078,0.000062,0.000049,0.000038,0.000030,0.000023,0.000018,0.000013,0.000010,0.000007,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000004,0.000006,0.000008,0.000011,0.000015,0.000020,0.000026,0.000034,0.000044,0.000057,0.000072,0.000091,0.000115,0.000143,0.000177,0.000217,0.000264,0.000318,0.000380,0.000451,0.000531,0.000620,0.000718,0.000825,0.000940,0.001062,0.001191,0.001324,0.001460,0.001597,0.001732,0.001864,0.001990,0.002107,0.002212,0.002304,0.002381,0.002440,0.002480,0.002500,0.002500,0.002480,0.002440,0.002381,0.002304,0.002212,0.002107,0.001990,0.001864,0.001732,0.001597,0.001460,0.001324,0.001191,0.001062,0.000940,0.000825,0.000718,0.000620,0.000531,0.000451,0.000380,0.000318,0.000264,0.000217,0.000177,0.000143,0.000115,0.000091,0.000072,0.000057,0.000044,0.000034,0.000026,0.000020,0.000015,0.000011,0.000008,0.000006,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,0.000006,0.000009,0.000012,0.000016,0.000021,0.000028,0.000037,0.000049,0.000063,0.000082,0.000104,0.000132,0.000166,0.000207,0.000255,0.000313,0.000381,0.000459,0.000549,0.000652,0.000767,0.000895,0.001037,0.001191,0.001357,0.001533,0.001719,0.001911,0.002107,0.002305,0.002501,0.002691,0.002872,0.003041,0.003194,0.003326,0.003437,0.003522,0.003580,0.003609,0.003609,0.003580,0.003522,0.003437,0.003326,0.003194,0.003041,0.002872,0.002691,0.002501,0.002305,0.002107,0.001911,0.001719,0.001533,0.001357,0.001191,0.001037,0.000895,0.000767,0.000652,0.000549,0.000459,0.000381,0.000313,0.000255,0.000207,0.000166,0.000132,0.000104,0.000082,0.000063,0.000049,0.000037,0.000028,0.000021,0.000016,0.000012,0.000009,0.000006,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,0.000006,0.000009,0.000012,0.000017,0.000023,0.000030,0.000040,0.000053,0.000070,0.000090,0.000116,0.000148,0.000188,0.000236,0.000294,0.000364,0.000446,0.000542,0.000654,0.000782,0.000928,0.001092,0.001275,0.001477,0.001696,0.001932,0.002184,0.002447,0.002721,0.003001,0.003282,0.003561,0.003832,0.004090,0.004331,0.004548,0.004737,0.004894,0.005015,0.005098,0.005139,0.005139,0.005098,0.005015,0.004894,0.004737,0.004548,0.004331,0.004090,0.003832,0.003561,0.003282,0.003001,0.002721,0.002447,0.002184,0.001932,0.001696,0.001477,0.001275,0.001092,0.000928,0.000782,0.000654,0.000542,0.000446,0.000364,0.000294,0.000236,0.000188,0.000148,0.000116,0.000090,0.000070,0.000053,0.000040,0.000030,0.000023,0.000017,0.000012,0.000009,0.000006,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000000,0.000000,0.000000
0.000000,0.000000,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,0.000007,0.000009,0.000013,0.000017,0.000024,0.000032,0.000043,0.000057,0.000075,0.000098,0.000127,0.000164,0.000209,0.000265,0.000333,0.000415,0.000512,0.000628,0.000764,0.000921,0.001102,0.001308,0.001539,0.001797,0.002081,0.002390,0.002723,0.003077,0.003449,0.003835,0.004229,0.004625,0.005018,0.005400,0.005764,0.006102,0.006408,0.006675,0.006896,0.007067,0.007183,0.007242,0.007242,0.007183,0.007067,0.006896,0.006675,0.006408,0.006102,0.005764,0.005400,0.005018,0.004625,0.004229,0.003835,0.003449,0.003077,0.002723,0.002390,0.002081,0.001797,0.001539,0.001308,0.001102,0.000921,0.000764,0.000628,0.000512,0.000415,0.000333,0.000265,0.000209,0.000164,0.000127,0.000098,0.000075,0.000057,0.000043,0.000032,0.000024,0.000017,0.000013,0.000009,0.000007,0.000005,0.000003,0.000002,0.000002,0.000001,0.000001,0.000000,0.000000
0.000000,0.000000,0.000001,0.000001,0.000002,0.000003,0.000005,0.000006,0.000009,0.000013,0.000018,0.000024,0.000033,0.000045,0.000060,0.000079,0.000105,0.000137,0.000178,0.000229,0.000292,0.000370,0.000465,0.000579,0.000716,0.000877,0.001067,0.001286,0.001539,0.001826,0.002149,0.002509,0.002906,0.003337,0.003802,0.004297,0.004816,0.005354,0.005904,0.006458,0.007007,0.007540,0.008048,0.008521,0.008948,0.009320,0.009629,0.009868,0.010030,0.010112,0.010112,0.010030,0.009868,0.009629,0.009320,0.008948,0.008521,0.008048,0.007540,0.007007,0.006458,0.005904,0.005354,0.004816,0.004297,0.003802,0.003337,0.002906,0.002509,0.002149,0.001826,0.001539,0.001286,0.001067,0.000877,0.000716,0.000579,0.000465,0.000370,0.000292,0.000229,0.000178,0.000137,0.000105,0.000079,0.000060,0.000045,0.000033,0.000024,0.000018,0.000013,0.000009,0.000006,0.000005,0.000003,0.000002,0.000001,0.000001,0.000000,0.000000
