0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
100.000000,49.745862,29.729491,20.188575,14.862899,11.501038,9.180161,7.472865,6.159168,5.115533,4.267458,3.567274,2.982889,2.491707,2.077160,1.726643,1.430244,1.179942,0.969086,0.792053,0.644024,0.520824,0.418815,0.334822,0.266067,0.210132,0.164917,0.128606,0.099643,0.076698,0.058649,0.044551,0.033618,0.025203,0.018772,0.013895,0.010225,0.007485,0.005455,0.003965,0.002881,0.002100,0.001544,0.001154,0.000886,0.000706,0.000590,0.000520,0.000484,0.000473,0.000479,0.000499,0.000529,0.000567,0.000611,0.000661,0.000716,0.000776,0.000840,0.000908,0.000980,0.001055,0.001135,0.001219,0.001306,0.001396,0.001491,0.001588,0.001689,0.001792,0.001899,0.002007,0.002118,0.002231,0.002345,0.002461,0.002577,0.002693,0.002809,0.002925,0.003039,0.003152,0.003263,0.003372,0.003477,0.003578,0.003676,0.003769,0.003857,0.003939,0.004015,0.004085,0.004149,0.004205,0.004254,0.004295,0.004328,0.004353,0.004369,0.004378,0.004378,0.004369,0.004353,0.004328,0.004295,0.004254,0.004205,0.004149,0.004085,0.004015,0.003939,0.003857,0.003769,0.003676,0.003578,0.003477,0.003372,0.003263,0.003152,0.003039,0.002925,0.002809,0.002693,0.002577,0.002461,0.002345,0.002231,0.002118,0.002007,0.001899,0.001792,0.001689,0.001588,0.001491,0.001396,0.001306,0.001218,0.001135,0.001055,0.000979,0.000907,0.000838,0.000773,0.000712,0.000654,0.000600,0.000549,0.000502,0.000458,0.000417,0.000378,0.000343,0.000311,0.000280,0.000253,0.000228,0.000204,0.000183,0.000164,0.000146,0.000130,0.000116,0.000103,0.000091,0.000081,0.000071,0.000063,0.000055,0.000048,0.000042,0.000037,0.000032,0.000028,0.000024,0.000021,0.000018,0.000016,0.000014,0.000012,0.000010,0.000009,0.000007,0.000006,0.000005,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000
100.000000,69.258009,48.991538,36.173690,27.777253,21.979501,17.767882,14.575544,12.073471,10.061984,8.414292,7.046322,5.900007,4.933667,4.116280,3.423962,2.837755,2.342192,1.924371,1.573332,1.279637,1.035090,0.832527,0.665682,0.529068,0.417901,0.328019,0.255825,0.198230,0.152597,0.116696,0.088652,0.066903,0.050159,0.037363,0.027659,0.020356,0.014903,0.010864,0.007898,0.005741,0.004187,0.003082,0.002306,0.001773,0.001415,0.001186,0.001048,0.000978,0.000956,0.000971,0.001011,0.001073,0.001150,0.001241,0.001343,0.001454,0.001575,0.001705,0.001843,0.001989,0.002143,0.002305,0.002475,0.002652,0.002836,0.003027,0.003225,0.003429,0.003640,0.003856,0.004076,0.004302,0.004531,0.004762,0.004997,0.005232,0.005469,0.005705,0.005939,0.006172,0.006401,0.006627,0.006846,0.007060,0.007266,0.007464,0.007653,0.007832,0.007999,0.008154,0.008296,0.008424,0.008538,0.008637,0.008721,0.008788,0.008839,0.008873,0.008890,0.008890,0.008873,0.008839,0.008788,0.008721,0.008637,0.008538,0.008424,0.008296,0.008154,0.007999,0.007832,0.007653,0.007464,0.007266,0.007060,0.006846,0.006627,0.006401,0.006172,0.005939,0.005705,0.005469,0.005232,0.004997,0.004762,0.004531,0.004302,0.004076,0.003856,0.003640,0.003429,0.003225,0.003027,0.002836,0.002651,0.002474,0.002305,0.002142,0.001988,0.001841,0.001701,0.001570,0.001445,0.001328,0.001218,0.001115,0.001019,0.000929,0.000846,0.000768,0.000697,0.000631,0.000570,0.000513,0.000462,0.000415,0.000372,0.000333,0.000297,0.000265,0.000235,0.000209,0.000185,0.000164,0.000145,0.000127,0.000112,0.000098,0.000086,0.000075,0.000066,0.000057,0.000050,0.000043,0.000037,0.000032,0.000028,0.000024,0.000021,0.000018,0.000015,0.000013,0.000011,0.000009,0.000008,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000
100.000000,78.302713,60.820920,47.760856,38.123339,30.908509,25.378434,21.034598,17.547379,14.697389,12.335717,10.358642,8.691799,7.280237,6.082103,5.064565,4.201159,3.470031,2.852762,2.333578,1.898811,1.536521,1.236240,0.988773,0.786054,0.621029,0.487555,0.380317,0.294742,0.226926,0.173561,0.131868,0.099529,0.074629,0.055598,0.041164,0.030300,0.022188,0.016180,0.011768,0.008559,0.006249,0.004606,0.003454,0.002662,0.002132,0.001793,0.001592,0.001490,0.001462,0.001487,0.001552,0.001647,0.001767,0.001907,0.002064,0.002237,0.002423,0.002622,0.002835,0.003059,0.003296,0.003545,0.003806,0.004078,0.004362,0.004656,0.004960,0.005275,0.005598,0.005930,0.006270,0.006616,0.006968,0.007325,0.007685,0.008048,0.008411,0.008774,0.009135,0.009493,0.009846,0.010192,0.010530,0.010859,0.011176,0.011481,0.011771,0.012045,0.012303,0.012541,0.012760,0.012957,0.013133,0.013285,0.013413,0.013516,0.013595,0.013647,0.013673,0.013673,0.013647,0.013595,0.013516,0.013413,0.013285,0.013133,0.012957,0.012760,0.012541,0.012303,0.012045,0.011771,0.011481,0.011176,0.010859,0.010530,0.010192,0.009846,0.009493,0.009135,0.008774,0.008411,0.008048,0.007685,0.007325,0.006968,0.006616,0.006270,0.005930,0.005598,0.005275,0.004960,0.004656,0.004361,0.004078,0.003806,0.003545,0.003295,0.003057,0.002831,0.002617,0.002414,0.002223,0.002043,0.001874,0.001715,0.001567,0.001429,0.001301,0.001182,0.001072,0.000970,0.000876,0.000790,0.000711,0.000638,0.000572,0.000512,0.000457,0.000407,0.000362,0.000322,0.000285,0.000252,0.000222,0.000196,0.000172,0.000151,0.000132,0.000116,0.000101,0.000088,0.000076,0.000066,0.000057,0.000050,0.000043,0.000037,0.000032,0.000027,0.000023,0.000020,0.000017,0.000014,0.000012,0.000010,0.000009,0.000007,0.000006,0.000005,0.000004,0.000003,0.000003,0.000002,0.000002,0.000001,0.000001,0.000000,0.000000
100.000000,83.143956,68.252355,55.960436,46.092066,38.207413,31.865501,26.706529,22.458848,18.923076,15.953480,13.442575,11.309738,9.493193,7.944476,6.624634,5.501634,4.548580,3.742504,3.063518,2.494240,2.019382,1.625463,1.300591,1.034299,0.817406,0.641901,0.500836,0.388229,0.298963,0.228700,0.173792,0.131194,0.098388,0.073313,0.054291,0.039973,0.029280,0.021361,0.015547,0.011318,0.008275,0.006111,0.004595,0.003555,0.002861,0.002419,0.002159,0.002032,0.002001,0.002041,0.002134,0.002269,0.002436,0.002630,0.002848,0.003086,0.003343,0.003619,0.003912,0.004222,0.004549,0.004893,0.005253,0.005628,0.006020,0.006426,0.006846,0.007280,0.007726,0.008184,0.008653,0.009131,0.009617,0.010109,0.010607,0.011107,0.011609,0.012109,0.012608,0.013101,0.013588,0.014066,0.014533,0.014987,0.015425,0.015845,0.016245,0.016624,0.016979,0.017308,0.017610,0.017883,0.018125,0.018335,0.018512,0.018655,0.018762,0.018834,0.018871,0.018871,0.018834,0.018762,0.018655,0.018512,0.018335,0.018125,0.017883,0.017610,0.017308,0.016979,0.016624,0.016245,0.015845,0.015425,0.014987,0.014533,0.014066,0.013588,0.013101,0.012608,0.012109,0.011609,0.011107,0.010607,0.010109,0.009617,0.009131,0.008653,0.008184,0.007726,0.007280,0.006846,0.006425,0.006019,0.005628,0.005252,0.004892,0.004548,0.004220,0.003908,0.003612,0.003332,0.003068,0.002819,0.002586,0.002367,0.002163,0.001973,0.001795,0.001631,0.001479,0.001338,0.001209,0.001090,0.000981,0.000881,0.000789,0.000706,0.000631,0.000562,0.000500,0.000444,0.000393,0.000348,0.000307,0.000270,0.000238,0.000209,0.000183,0.000160,0.000139,0.000121,0.000106,0.000092,0.000079,0.000069,0.000059,0.000051,0.000044,0.000037,0.000032,0.000027,0.000023,0.000020,0.000017,0.000014,0.000012,0.000010,0.000008,0.000007,0.000006,0.000005,0.000004,0.000003,0.000002,0.000002,0.000001,0.000001,0.000000
100.000000,86.036654,73.115521,61.782655,52.136955,44.035774,37.252530,31.558981,26.757215,22.686424,19.219474,16.256565,13.718960,11.543762,9.679892,8.085094,6.723774,5.565453,4.583676,3.755235,3.059632,2.478688,1.996265,1.598051,1.271394,1.005160,0.789607,0.616268,0.477838,0.368060,0.281624,0.214056,0.161623,0.121235,0.090358,0.066931,0.049296,0.036125,0.026370,0.019209,0.014001,0.010255,0.007593,0.005731,0.004455,0.003608,0.003071,0.002760,0.002613,0.002585,0.002646,0.002775,0.002954,0.003175,0.003430,0.003716,0.004027,0.004364,0.004724,0.005107,0.005512,0.005939,0.006388,0.006857,0.007348,0.007858,0.008388,0.008937,0.009503,0.010086,0.010684,0.011296,0.011920,0.012555,0.013197,0.013847,0.014500,0.015154,0.015808,0.016459,0.017103,0.017739,0.018363,0.018972,0.019564,0.020136,0.020685,0.021208,0.021702,0.022166,0.022595,0.022989,0.023345,0.023661,0.023935,0.024166,0.024353,0.024493,0.024588,0.024635,0.024635,0.024588,0.024493,0.024353,0.024166,0.023935,0.023661,0.023345,0.022989,0.022595,0.022166,0.021702,0.021208,0.020685,0.020136,0.019564,0.018972,0.018363,0.017739,0.017103,0.016459,0.015808,0.015154,0.014500,0.013847,0.013197,0.012555,0.011920,0.011296,0.010684,0.010086,0.009503,0.008937,0.008388,0.007858,0.007347,0.006857,0.006386,0.005937,0.005509,0.005101,0.004715,0.004350,0.004005,0.003681,0.003376,0.003090,0.002824,0.002575,0.002344,0.002129,0.001931,0.001747,0.001578,0.001423,0.001280,0.001150,0.001031,0.000922,0.000823,0.000734,0.000653,0.000579,0.000513,0.000454,0.000401,0.000353,0.000310,0.000272,0.000239,0.000209,0.000182,0.000159,0.000138,0.000120,0.000104,0.000089,0.000077,0.000066,0.000057,0.000049,0.000042,0.000036,0.000030,0.000026,0.000022,0.000019,0.000016,0.000013,0.000011,0.000009,0.000008,0.000006,0.000005,0.000004,0.000003,0.000002,0.000001,0.000001,0.000000
100.000000,87.906778,76.429232,65.974771,56.711302,48.635391,41.652282,35.633071,30.446673,25.974214,22.113517,18.778830,15.898672,13.413265,11.272145,9.432194,7.856093,6.511163,5.368512,4.402422,3.589901,2.910366,2.345403,1.878584,1.495317,1.182709,0.929445,0.725664,0.562840,0.433661,0.331910,0.252343,0.190580,0.142993,0.106605,0.078992,0.058201,0.042674,0.031174,0.022732,0.016595,0.012182,0.009049,0.006862,0.005367,0.004378,0.003757,0.003404,0.003245,0.003229,0.003319,0.003490,0.003722,0.004005,0.004331,0.004692,0.005087,0.005513,0.005969,0.006453,0.006965,0.007505,0.008072,0.008665,0.009285,0.009930,0.010600,0.011294,0.012009,0.012746,0.013502,0.014275,0.015063,0.015865,0.016677,0.017497,0.018323,0.019150,0.019977,0.020799,0.021613,0.022416,0.023205,0.023975,0.024723,0.025445,0.026139,0.026799,0.027424,0.028010,0.028553,0.029051,0.029500,0.029900,0.030246,0.030538,0.030774,0.030951,0.031070,0.031130,0.031130,0.031070,0.030951,0.030774,0.030538,0.030246,0.029900,0.029500,0.029051,0.028553,0.028010,0.027424,0.026799,0.026139,0.025445,0.024723,0.023975,0.023205,0.022416,0.021613,0.020799,0.019977,0.019150,0.018323,0.017497,0.016677,0.015865,0.015063,0.014275,0.013502,0.012746,0.012009,0.011293,0.010600,0.009930,0.009285,0.008664,0.008070,0.007502,0.006961,0.006446,0.005958,0.005497,0.005061,0.004651,0.004266,0.003905,0.003568,0.003254,0.002962,0.002691,0.002440,0.002208,0.001994,0.001798,0.001618,0.001453,0.001302,0.001165,0.001040,0.000927,0.000825,0.000732,0.000649,0.000574,0.000506,0.000446,0.000392,0.000344,0.000302,0.000264,0.000230,0.000200,0.000174,0.000151,0.000131,0.000113,0.000098,0.000084,0.000072,0.000062,0.000053,0.000045,0.000039,0.000033,0.000028,0.000024,0.000020,0.000017,0.000014,0.000012,0.000010,0.000008,0.000006,0.000005,0.000004,0.000003,0.000002,0.000001,0.000000
100.000000,89.184463,78.765774,69.043400,60.185612,52.247732,45.209302,39.008537,33.566605,28.802007,24.637823,21.004596,17.840863,15.092586,12.712188,10.657553,8.891139,7.379263,6.091548,5.000515,4.081282,3.311340,2.670388,2.140196,1.704481,1.348800,1.060431,0.828258,0.642644,0.495313,0.379213,0.288392,0.217869,0.163518,0.121946,0.090394,0.066635,0.048889,0.035746,0.026100,0.019090,0.014052,0.010480,0.007991,0.006295,0.005180,0.004488,0.004103,0.003943,0.003948,0.004076,0.004298,0.004594,0.004949,0.005355,0.005805,0.006295,0.006823,0.007388,0.007988,0.008622,0.009290,0.009992,0.010727,0.011494,0.012293,0.013122,0.013981,0.014867,0.015778,0.016714,0.017671,0.018647,0.019640,0.020645,0.021661,0.022682,0.023707,0.024730,0.025747,0.026755,0.027750,0.028726,0.029679,0.030605,0.031499,0.032358,0.033176,0.033949,0.034674,0.035346,0.035963,0.036519,0.037014,0.037443,0.037804,0.038095,0.038315,0.038463,0.038537,0.038537,0.038463,0.038315,0.038095,0.037804,0.037443,0.037014,0.036519,0.035963,0.035346,0.034674,0.033949,0.033176,0.032358,0.031499,0.030605,0.029679,0.028726,0.027750,0.026755,0.025747,0.024730,0.023707,0.022682,0.021661,0.020645,0.019640,0.018647,0.017671,0.016714,0.015778,0.014867,0.013981,0.013122,0.012293,0.011494,0.010726,0.009990,0.009287,0.008617,0.007980,0.007376,0.006805,0.006265,0.005758,0.005281,0.004835,0.004417,0.004029,0.003667,0.003331,0.003020,0.002733,0.002469,0.002226,0.002003,0.001799,0.001612,0.001442,0.001288,0.001148,0.001021,0.000906,0.000803,0.000710,0.000627,0.000552,0.000486,0.000426,0.000373,0.000326,0.000285,0.000248,0.000216,0.000187,0.000162,0.000140,0.000121,0.000104,0.000089,0.000077,0.000066,0.000056,0.000048,0.000041,0.000034,0.000029,0.000025,0.000021,0.000017,0.000014,0.000012,0.000010,0.000008,0.000006,0.000005,0.000003,0.000002,0.000001,0.000000
100.000000,90.091961,80.458690,71.324907,62.840441,55.081712,48.067698,41.779148,36.174913,31.203537,26.810492,22.942209,19.548017,16.580863,13.997395,11.757756,9.825291,8.166258,6.749585,5.546691,4.531345,3.679561,2.969519,2.381490,1.897756,1.502527,1.181847,0.923483,0.716809,0.552674,0.423272,0.322004,0.243341,0.182698,0.136301,0.101080,0.074555,0.054741,0.040068,0.029301,0.021480,0.015864,0.011888,0.009123,0.007248,0.006023,0.005273,0.004870,0.004720,0.004758,0.004935,0.005221,0.005591,0.006032,0.006531,0.007083,0.007684,0.008330,0.009020,0.009752,0.010527,0.011343,0.012200,0.013098,0.014035,0.015010,0.016023,0.017071,0.018153,0.019266,0.020408,0.021577,0.022769,0.023981,0.025208,0.026448,0.027696,0.028946,0.030195,0.031438,0.032669,0.033883,0.035075,0.036239,0.037369,0.038461,0.039510,0.040508,0.041453,0.042338,0.043159,0.043911,0.044591,0.045194,0.045718,0.046159,0.046515,0.046784,0.046964,0.047054,0.047054,0.046964,0.046784,0.046515,0.046159,0.045718,0.045194,0.044591,0.043911,0.043159,0.042338,0.041453,0.040508,0.039510,0.038461,0.037369,0.036239,0.035075,0.033883,0.032669,0.031438,0.030195,0.028946,0.027696,0.026448,0.025208,0.023981,0.022769,0.021577,0.020408,0.019266,0.018152,0.017071,0.016022,0.015010,0.014034,0.013097,0.012199,0.011340,0.010522,0.009744,0.009006,0.008309,0.007650,0.007030,0.006448,0.005903,0.005394,0.004919,0.004477,0.004067,0.003688,0.003338,0.003015,0.002718,0.002445,0.002196,0.001969,0.001761,0.001573,0.001401,0.001247,0.001107,0.000981,0.000867,0.000765,0.000674,0.000593,0.000520,0.000456,0.000399,0.000348,0.000303,0.000263,0.000228,0.000198,0.000171,0.000147,0.000127,0.000109,0.000094,0.000080,0.000068,0.000058,0.000050,0.000042,0.000036,0.000030,0.000025,0.000021,0.000018,0.000015,0.000012,0.000010,0.000008,0.000006,0.000004,0.000003,0.000001,0.000000
100.000000,90.754594,81.711212,73.043976,64.882168,57.306783,50.356567,44.038136,38.336215,33.222052,28.659511,24.609108,21.030476,17.883779,15.130471,12.733668,10.658328,8.871331,7.341528,6.039769,4.938938,4.013969,3.241859,2.601662,2.074463,1.643328,1.293235,1.010975,0.785044,0.605516,0.463910,0.353044,0.266893,0.200455,0.149613,0.111009,0.081931,0.060211,0.044127,0.032329,0.023763,0.017619,0.013277,0.010266,0.008234,0.006919,0.006128,0.005720,0.005595,0.005678,0.005918,0.006281,0.006740,0.007280,0.007889,0.008560,0.009289,0.010071,0.010907,0.011793,0.012730,0.013718,0.014754,0.015840,0.016973,0.018153,0.019377,0.020644,0.021953,0.023299,0.024681,0.026094,0.027536,0.029001,0.030486,0.031985,0.033494,0.035006,0.036517,0.038019,0.039508,0.040976,0.042417,0.043825,0.045192,0.046513,0.047781,0.048988,0.050130,0.051201,0.052193,0.053103,0.053926,0.054655,0.055289,0.055822,0.056253,0.056578,0.056795,0.056905,0.056905,0.056795,0.056578,0.056253,0.055822,0.055289,0.054655,0.053926,0.053103,0.052193,0.051201,0.050130,0.048988,0.047781,0.046513,0.045192,0.043825,0.042417,0.040976,0.039508,0.038019,0.036517,0.035006,0.033494,0.031985,0.030486,0.029001,0.027536,0.026094,0.024681,0.023299,0.021953,0.020644,0.019377,0.018152,0.016972,0.015839,0.014752,0.013714,0.012725,0.011784,0.010892,0.010048,0.009252,0.008502,0.007798,0.007139,0.006523,0.005949,0.005415,0.004919,0.004460,0.004036,0.003646,0.003287,0.002957,0.002656,0.002381,0.002130,0.001902,0.001695,0.001508,0.001338,0.001186,0.001049,0.000926,0.000816,0.000717,0.000629,0.000551,0.000482,0.000421,0.000366,0.000318,0.000276,0.000239,0.000207,0.000178,0.000153,0.000132,0.000113,0.000097,0.000083,0.000070,0.000060,0.000051,0.000043,0.000036,0.000030,0.000026,0.000021,0.000018,0.000014,0.000012,0.000009,0.000007,0.000005,0.000003,0.000002,0.000000
